epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,34.5806,0.63501,0.65676,0.94768,0.93228,0.95733,0.96808,0.83807,0.55934,0.5487,0.89401,0.0013394,0.0013394,0.0013394
21,36.2674,0.6274,0.61504,0.9524,0.92597,0.96143,0.96431,0.82495,0.58255,0.55234,0.89284,0.00133469,0.00133469,0.00133469
22,37.9505,0.63698,0.68285,0.96856,0.94494,0.89874,0.96003,0.81195,0.58881,0.62543,0.89665,0.00132997,0.00132997,0.00132997
23,39.6488,0.61994,0.66692,0.94336,0.93597,0.96059,0.96499,0.8296,0.57148,0.50545,0.91887,0.00132525,0.00132525,0.00132525
24,41.3372,0.62046,0.64095,0.95351,0.94447,0.92648,0.96493,0.83818,0.55143,0.52256,0.90695,0.00132054,0.00132054,0.00132054
25,43.0223,0.6086,0.63334,0.95184,0.93651,0.93653,0.9649,0.83761,0.54064,0.56966,0.88366,0.00131582,0.00131582,0.00131582
26,44.7079,0.61169,0.59544,0.94813,0.89177,0.93795,0.95577,0.82832,0.55248,0.58497,0.8825,0.00131111,0.00131111,0.00131111
27,46.3908,0.60968,0.59622,0.93589,0.9185,0.92103,0.95803,0.8309,0.53233,0.57042,0.87063,0.00130639,0.00130639,0.00130639
28,48.0652,0.59912,0.58357,0.93952,0.91898,0.93828,0.95985,0.83849,0.54202,0.5589,0.87701,0.00130168,0.00130168,0.00130168
29,49.7388,0.58017,0.56561,0.93161,0.95196,0.88401,0.95688,0.83798,0.56198,0.53205,0.8935,0.00129696,0.00129696,0.00129696
30,51.4133,0.59272,0.58599,0.93916,0.91213,0.95226,0.97173,0.83724,0.57322,0.46867,0.89797,0.00129224,0.00129224,0.00129224
31,53.0896,0.61755,0.60818,0.95721,0.92183,0.95779,0.97475,0.85432,0.55313,0.44222,0.89576,0.00128753,0.00128753,0.00128753
32,54.7743,0.5954,0.53739,0.94101,0.94173,0.938,0.96865,0.84654,0.5487,0.47705,0.88241,0.00128281,0.00128281,0.00128281
33,56.449,0.62566,0.56675,0.9473,0.94731,0.90584,0.9613,0.8408,0.54232,0.5541,0.88392,0.0012781,0.0012781,0.0012781
34,58.1467,0.63038,0.57835,0.95483,0.96008,0.92461,0.97368,0.86116,0.53304,0.45434,0.88072,0.00127338,0.00127338,0.00127338
35,59.8367,0.6285,0.56578,0.9661,0.91148,0.95035,0.97198,0.85274,0.55428,0.54871,0.89644,0.00126867,0.00126867,0.00126867
36,61.5169,0.59408,0.55732,0.9384,0.92466,0.94007,0.96987,0.8411,0.55204,0.48879,0.89342,0.00126395,0.00126395,0.00126395
37,63.208,0.59878,0.52865,0.92706,0.92326,0.94602,0.96597,0.83604,0.5458,0.46693,0.8889,0.00125923,0.00125923,0.00125923
38,64.8925,0.6029,0.56144,0.94579,0.91195,0.93485,0.9651,0.84411,0.57947,0.48619,0.89431,0.00125452,0.00125452,0.00125452
39,66.5668,0.59576,0.52329,0.93987,0.92951,0.92831,0.97294,0.86405,0.54312,0.44711,0.88815,0.0012498,0.0012498,0.0012498
40,68.2506,0.59653,0.54136,0.94363,0.89763,0.9437,0.96305,0.85559,0.54667,0.45718,0.89587,0.00124509,0.00124509,0.00124509
41,69.9488,0.59286,0.50956,0.94585,0.92818,0.95705,0.97292,0.85403,0.57952,0.42332,0.93251,0.00124037,0.00124037,0.00124037
42,71.6207,0.56646,0.48784,0.92939,0.94168,0.93856,0.96588,0.84967,0.56866,0.47254,0.90992,0.00123566,0.00123566,0.00123566
43,73.2895,0.58241,0.49313,0.93438,0.91513,0.91024,0.94991,0.82751,0.60416,0.55278,0.93676,0.00123094,0.00123094,0.00123094
44,74.9712,0.59306,0.51178,0.93265,0.92214,0.95099,0.94885,0.83012,0.58071,0.45749,0.93085,0.00122622,0.00122622,0.00122622
45,76.6466,0.5939,0.51206,0.93951,0.93124,0.92753,0.95274,0.84014,0.57867,0.46921,0.93993,0.00122151,0.00122151,0.00122151
46,78.3492,0.58731,0.5176,0.95977,0.95871,0.93081,0.96385,0.85282,0.55352,0.4007,0.92613,0.00121679,0.00121679,0.00121679
47,80.024,0.57072,0.49638,0.93182,0.92198,0.95808,0.96994,0.84586,0.57254,0.43461,0.91295,0.00121208,0.00121208,0.00121208
48,81.7046,0.58385,0.49316,0.93592,0.93403,0.93376,0.9656,0.8457,0.53045,0.43293,0.89306,0.00120736,0.00120736,0.00120736
49,83.3806,0.55306,0.48267,0.93027,0.94934,0.9279,0.96252,0.84916,0.52806,0.45305,0.88587,0.00120265,0.00120265,0.00120265
50,85.0452,0.57376,0.4812,0.93451,0.92521,0.93707,0.96874,0.85366,0.53776,0.4507,0.88694,0.00119793,0.00119793,0.00119793
51,86.7235,0.58998,0.48777,0.94599,0.94365,0.89898,0.95512,0.83927,0.53284,0.48772,0.88639,0.00119322,0.00119322,0.00119322
52,88.4091,0.56446,0.46388,0.93027,0.9312,0.94342,0.96587,0.83625,0.54813,0.44661,0.90751,0.0011885,0.0011885,0.0011885
53,90.0952,0.57691,0.47566,0.9487,0.9448,0.93188,0.96461,0.84703,0.55119,0.42512,0.89835,0.00118378,0.00118378,0.00118378
54,91.7737,0.56147,0.46317,0.9273,0.91,0.93085,0.95727,0.84745,0.54933,0.44791,0.90184,0.00117907,0.00117907,0.00117907
55,93.4415,0.60324,0.48146,0.95703,0.90154,0.94148,0.96051,0.8481,0.5436,0.45066,0.89954,0.00117435,0.00117435,0.00117435
56,95.1136,0.54433,0.47446,0.931,0.91942,0.89231,0.95785,0.84807,0.52714,0.63523,0.89343,0.00116964,0.00116964,0.00116964
57,96.7889,0.55645,0.44307,0.93466,0.93227,0.94768,0.97121,0.86064,0.53225,0.40371,0.89822,0.00116492,0.00116492,0.00116492
58,98.4615,0.57319,0.4911,0.93106,0.93246,0.95862,0.96946,0.86204,0.52317,0.41515,0.88784,0.00116021,0.00116021,0.00116021
59,100.143,0.58667,0.50972,0.94165,0.89187,0.93909,0.96025,0.8394,0.57755,0.4864,0.93237,0.00115549,0.00115549,0.00115549
