epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,765.232,0.50485,0.31553,0.94153,0.95707,0.96254,0.98246,0.89691,0.44596,0.29017,0.92968,0.000297232,0.000297232,0.000297232
82,774.958,0.50249,0.29271,0.93409,0.94749,0.96891,0.98222,0.89463,0.43458,0.29377,0.92103,0.000283085,0.000283085,0.000283085
83,784.361,0.51383,0.31422,0.96473,0.94061,0.97416,0.98193,0.89267,0.46051,0.29257,0.94177,0.000268938,0.000268938,0.000268938
84,793.699,0.49434,0.30585,0.94215,0.94576,0.9718,0.98096,0.88648,0.45389,0.28827,0.93927,0.000254791,0.000254791,0.000254791
85,803.107,0.488,0.28866,0.93517,0.95584,0.95194,0.98374,0.89645,0.4463,0.29228,0.93068,0.000240644,0.000240644,0.000240644
86,812.449,0.47341,0.27396,0.93191,0.957,0.94664,0.98306,0.89791,0.44795,0.29113,0.92957,0.000226497,0.000226497,0.000226497
87,821.818,0.4848,0.286,0.93328,0.95853,0.95248,0.98164,0.90105,0.43585,0.30443,0.92218,0.000212349,0.000212349,0.000212349
88,831.26,0.48166,0.30164,0.93471,0.95357,0.95997,0.9826,0.89497,0.44294,0.29072,0.93407,0.000198202,0.000198202,0.000198202
89,840.661,0.50358,0.31254,0.94616,0.95083,0.9654,0.98387,0.89677,0.45667,0.27993,0.93776,0.000184055,0.000184055,0.000184055
90,850.07,0.4767,0.28304,0.93081,0.95714,0.9546,0.98251,0.89501,0.45698,0.28396,0.93884,0.000169908,0.000169908,0.000169908
91,860.161,0.40785,0.23999,0.88139,0.95588,0.95729,0.98134,0.89379,0.45635,0.27592,0.93365,0.000155761,0.000155761,0.000155761
92,869.569,0.38846,0.24148,0.87747,0.96121,0.95449,0.98166,0.88897,0.44696,0.27213,0.92788,0.000141614,0.000141614,0.000141614
93,878.966,0.39617,0.23494,0.88427,0.9618,0.96238,0.98308,0.89591,0.45655,0.27785,0.93782,0.000127467,0.000127467,0.000127467
94,888.295,0.39246,0.23017,0.8828,0.95939,0.96199,0.98204,0.89292,0.44052,0.26827,0.92828,0.00011332,0.00011332,0.00011332
95,897.631,0.38777,0.2269,0.87088,0.95981,0.95796,0.98371,0.89725,0.44519,0.2683,0.92996,9.91726e-05,9.91726e-05,9.91726e-05
96,906.955,0.39772,0.23336,0.89558,0.96649,0.95762,0.98393,0.89764,0.44857,0.27566,0.93107,8.50255e-05,8.50255e-05,8.50255e-05
97,916.287,0.39964,0.23541,0.88835,0.95328,0.96469,0.98451,0.89794,0.44267,0.26759,0.92582,7.08784e-05,7.08784e-05,7.08784e-05
98,925.622,0.38563,0.22041,0.86938,0.95243,0.96064,0.98585,0.90266,0.43558,0.26604,0.91833,5.67313e-05,5.67313e-05,5.67313e-05
99,935.109,0.38535,0.22182,0.87835,0.95221,0.96127,0.9866,0.90298,0.43174,0.26458,0.91818,4.25842e-05,4.25842e-05,4.25842e-05
100,944.888,0.38092,0.22075,0.87804,0.96147,0.95236,0.98692,0.904,0.42669,0.26385,0.91573,2.84371e-05,2.84371e-05,2.84371e-05
