epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,38.3145,0.62104,0.68708,0.95893,0.96555,0.87117,0.93931,0.81799,0.56155,0.70508,0.89504,0.00113191,0.00113191,0.00113191
23,40.0032,0.60534,0.65164,0.93945,0.9636,0.89802,0.96784,0.83734,0.57347,0.58135,0.91818,0.00111776,0.00111776,0.00111776
24,41.6998,0.60597,0.61436,0.94409,0.9292,0.88296,0.95232,0.84417,0.54006,0.61402,0.90901,0.00110362,0.00110362,0.00110362
25,43.4931,0.60401,0.62187,0.95402,0.94657,0.93472,0.95754,0.83701,0.5913,0.55702,0.95749,0.00108947,0.00108947,0.00108947
26,45.1862,0.58733,0.58224,0.9422,0.94208,0.93397,0.95612,0.83039,0.57309,0.47832,0.93783,0.00107532,0.00107532,0.00107532
27,46.8868,0.59357,0.57994,0.93617,0.94195,0.93707,0.95672,0.83112,0.55781,0.50536,0.91119,0.00106118,0.00106118,0.00106118
28,48.5814,0.58549,0.57535,0.93728,0.92719,0.9372,0.9583,0.83582,0.57327,0.50509,0.93072,0.00104703,0.00104703,0.00104703
29,50.2844,0.55073,0.56357,0.91961,0.92172,0.95364,0.96058,0.84172,0.54996,0.49948,0.89693,0.00103288,0.00103288,0.00103288
30,51.9688,0.57755,0.56777,0.93443,0.95139,0.92429,0.96245,0.83339,0.54782,0.49023,0.90194,0.00101873,0.00101873,0.00101873
31,53.6599,0.59616,0.60263,0.9509,0.90125,0.93727,0.94573,0.82304,0.54775,0.50939,0.89153,0.00100459,0.00100459,0.00100459
32,55.353,0.59659,0.5494,0.94691,0.93195,0.95062,0.95995,0.83515,0.59094,0.48679,0.92027,0.00099044,0.00099044,0.00099044
33,57.0397,0.61767,0.57433,0.94586,0.93183,0.91206,0.95765,0.84012,0.53226,0.59787,0.88328,0.000976293,0.000976293,0.000976293
34,58.7325,0.60719,0.55973,0.94688,0.93759,0.95112,0.9609,0.84524,0.53571,0.47594,0.88545,0.000962146,0.000962146,0.000962146
35,60.5179,0.60431,0.54902,0.95897,0.93124,0.92426,0.96467,0.84759,0.54843,0.53647,0.90681,0.000947999,0.000947999,0.000947999
36,62.2189,0.57288,0.54214,0.93031,0.93212,0.9661,0.97204,0.86397,0.52984,0.44127,0.89123,0.000933851,0.000933851,0.000933851
37,63.9195,0.55683,0.49868,0.91183,0.94024,0.94591,0.96663,0.84332,0.55031,0.46111,0.89935,0.000919704,0.000919704,0.000919704
38,65.6002,0.58224,0.53029,0.94159,0.92544,0.93642,0.96512,0.85411,0.55476,0.47943,0.90684,0.000905557,0.000905557,0.000905557
39,67.2875,0.56584,0.50252,0.93533,0.92516,0.94846,0.9686,0.85944,0.53998,0.43035,0.89929,0.00089141,0.00089141,0.00089141
40,69.0007,0.56792,0.5257,0.93777,0.92707,0.95557,0.97082,0.86696,0.52637,0.42151,0.88981,0.000877263,0.000877263,0.000877263
41,70.6936,0.57999,0.49716,0.94153,0.96397,0.95006,0.97076,0.86101,0.54127,0.40448,0.90712,0.000863116,0.000863116,0.000863116
42,72.3794,0.53625,0.46781,0.91202,0.95839,0.94787,0.96509,0.85721,0.53844,0.42566,0.90215,0.000848969,0.000848969,0.000848969
43,74.0814,0.56859,0.48036,0.93227,0.91584,0.91043,0.94817,0.8372,0.55467,0.64123,0.90717,0.000834822,0.000834822,0.000834822
44,75.8515,0.56558,0.47655,0.92856,0.93276,0.90801,0.94842,0.8381,0.524,0.6041,0.89459,0.000820675,0.000820675,0.000820675
45,77.5342,0.5634,0.47127,0.93408,0.91904,0.95022,0.9514,0.8371,0.54846,0.50282,0.90714,0.000806528,0.000806528,0.000806528
46,79.2194,0.55952,0.48398,0.94455,0.93644,0.93252,0.95195,0.8425,0.57423,0.49737,0.9343,0.00079238,0.00079238,0.00079238
47,80.9032,0.55296,0.4761,0.92436,0.95093,0.87857,0.93273,0.82394,0.58914,0.7275,0.95648,0.000778233,0.000778233,0.000778233
48,82.5913,0.55855,0.46116,0.92267,0.93078,0.94863,0.9688,0.85897,0.52226,0.45014,0.88866,0.000764086,0.000764086,0.000764086
49,84.2685,0.51521,0.44676,0.91116,0.95459,0.94089,0.96406,0.84914,0.52449,0.46404,0.90285,0.000749939,0.000749939,0.000749939
50,85.9497,0.55022,0.45538,0.92327,0.94776,0.93064,0.95986,0.85439,0.52122,0.44233,0.90836,0.000735792,0.000735792,0.000735792
51,87.6254,0.54858,0.4426,0.92963,0.94533,0.93298,0.96589,0.85726,0.52602,0.4075,0.91191,0.000721645,0.000721645,0.000721645
52,89.316,0.5175,0.42811,0.90815,0.93748,0.93224,0.96384,0.85647,0.52216,0.41343,0.90867,0.000707498,0.000707498,0.000707498
53,91.0684,0.52724,0.43428,0.93145,0.91586,0.95186,0.95948,0.85904,0.54528,0.40694,0.9426,0.000693351,0.000693351,0.000693351
54,92.7518,0.51322,0.42076,0.91145,0.92383,0.95734,0.95704,0.84984,0.52591,0.40777,0.91238,0.000679204,0.000679204,0.000679204
55,94.4282,0.55735,0.44936,0.93509,0.92479,0.94814,0.96093,0.85179,0.51482,0.43306,0.89927,0.000665057,0.000665057,0.000665057
56,96.1047,0.50911,0.43668,0.916,0.929,0.92788,0.96185,0.84758,0.51691,0.45649,0.90899,0.000650909,0.000650909,0.000650909
57,97.798,0.52917,0.42744,0.92611,0.93239,0.94004,0.96653,0.85007,0.53428,0.40644,0.91626,0.000636762,0.000636762,0.000636762
58,99.477,0.53847,0.44724,0.91894,0.91986,0.96216,0.96841,0.8694,0.51485,0.38485,0.89578,0.000622615,0.000622615,0.000622615
59,101.175,0.53463,0.447,0.92549,0.89589,0.96965,0.96983,0.86618,0.52956,0.41438,0.91287,0.000608468,0.000608468,0.000608468
60,102.858,0.54906,0.46202,0.92765,0.93993,0.94204,0.96453,0.86342,0.5517,0.38062,0.94077,0.000594321,0.000594321,0.000594321
61,104.544,0.56273,0.45361,0.93812,0.91879,0.95983,0.96865,0.86531,0.55048,0.37722,0.93236,0.000580174,0.000580174,0.000580174
62,106.327,0.53233,0.44523,0.93199,0.91243,0.91197,0.95682,0.84802,0.52023,0.49938,0.90073,0.000566027,0.000566027,0.000566027
63,107.999,0.50546,0.41816,0.91958,0.92329,0.90492,0.95843,0.85333,0.51592,0.45688,0.89249,0.00055188,0.00055188,0.00055188
64,109.686,0.5143,0.42036,0.927,0.91926,0.93612,0.96563,0.86038,0.51612,0.4644,0.89096,0.000537733,0.000537733,0.000537733
65,111.378,0.51424,0.41121,0.91645,0.92871,0.95584,0.96958,0.86665,0.52266,0.37771,0.89218,0.000523586,0.000523586,0.000523586
66,113.055,0.5229,0.44029,0.92673,0.91396,0.93045,0.95761,0.84479,0.51203,0.49385,0.88474,0.000509438,0.000509438,0.000509438
67,114.743,0.50186,0.39625,0.9123,0.93766,0.95183,0.96817,0.86838,0.53753,0.39976,0.91495,0.000495291,0.000495291,0.000495291
68,116.435,0.49734,0.4072,0.89928,0.94165,0.94414,0.96869,0.86916,0.53802,0.37212,0.91837,0.000481144,0.000481144,0.000481144
69,118.167,0.52847,0.39385,0.91861,0.92454,0.92454,0.96303,0.86517,0.5151,0.46407,0.89607,0.000466997,0.000466997,0.000466997
70,119.857,0.49918,0.39312,0.90975,0.92116,0.94494,0.95558,0.86292,0.50068,0.42368,0.88878,0.00045285,0.00045285,0.00045285
71,121.634,0.495,0.38907,0.9061,0.9123,0.95465,0.95686,0.86436,0.5081,0.39404,0.89544,0.000438703,0.000438703,0.000438703
72,123.314,0.49752,0.38084,0.91408,0.89006,0.93486,0.94258,0.84415,0.51318,0.46678,0.88842,0.000424556,0.000424556,0.000424556
73,124.998,0.50314,0.38334,0.91713,0.92399,0.86164,0.93745,0.8394,0.51573,0.56971,0.89046,0.000410409,0.000410409,0.000410409
74,126.693,0.47795,0.35881,0.9011,0.91952,0.94579,0.96278,0.85737,0.52192,0.39036,0.89294,0.000396262,0.000396262,0.000396262
75,128.369,0.48917,0.35866,0.89859,0.92666,0.96192,0.96664,0.85821,0.54258,0.37901,0.92959,0.000382115,0.000382115,0.000382115
76,130.048,0.49127,0.38191,0.89873,0.93097,0.93466,0.9665,0.86535,0.51594,0.41909,0.91095,0.000367967,0.000367967,0.000367967
77,131.736,0.50876,0.37032,0.92181,0.93328,0.93308,0.9615,0.85998,0.53283,0.48115,0.928,0.00035382,0.00035382,0.00035382
78,133.415,0.47881,0.34461,0.9124,0.93203,0.92936,0.96199,0.86203,0.52722,0.4618,0.91809,0.000339673,0.000339673,0.000339673
79,135.098,0.48356,0.36029,0.8976,0.93215,0.94469,0.96632,0.86863,0.52948,0.37755,0.92539,0.000325526,0.000325526,0.000325526
80,136.874,0.45944,0.34532,0.89605,0.91604,0.95488,0.96259,0.86796,0.54279,0.4168,0.93275,0.000311379,0.000311379,0.000311379
81,138.559,0.47616,0.34338,0.90077,0.92818,0.94316,0.96131,0.86759,0.51732,0.4084,0.90245,0.000297232,0.000297232,0.000297232
82,140.25,0.46009,0.3538,0.89333,0.91821,0.95699,0.96337,0.87432,0.498,0.38687,0.89302,0.000283085,0.000283085,0.000283085
83,141.945,0.4643,0.34785,0.89722,0.9355,0.93321,0.96213,0.8678,0.50349,0.42264,0.89499,0.000268938,0.000268938,0.000268938
84,143.622,0.49022,0.34981,0.90677,0.94088,0.91156,0.95999,0.86521,0.50387,0.44908,0.8947,0.000254791,0.000254791,0.000254791
85,145.322,0.44316,0.34731,0.87939,0.94694,0.90848,0.96208,0.87075,0.49638,0.43304,0.8901,0.000240644,0.000240644,0.000240644
86,147.005,0.45946,0.34853,0.89893,0.92713,0.94129,0.96383,0.87328,0.49037,0.36157,0.89183,0.000226497,0.000226497,0.000226497
87,148.686,0.45306,0.33194,0.89501,0.93855,0.94083,0.96231,0.87029,0.50909,0.34932,0.90204,0.000212349,0.000212349,0.000212349
88,150.372,0.46841,0.33155,0.90955,0.94303,0.95147,0.96395,0.87337,0.50649,0.33059,0.89814,0.000198202,0.000198202,0.000198202
89,152.145,0.46165,0.33465,0.88996,0.94766,0.95306,0.9658,0.87006,0.50152,0.34076,0.89651,0.000184055,0.000184055,0.000184055
90,153.819,0.46005,0.34448,0.89964,0.93301,0.95273,0.9673,0.87165,0.49413,0.36497,0.89494,0.000169908,0.000169908,0.000169908
91,155.901,0.38024,0.28721,0.84166,0.93803,0.93105,0.96647,0.87138,0.49777,0.4099,0.89969,0.000155761,0.000155761,0.000155761
92,157.627,0.37086,0.27747,0.84167,0.93596,0.93263,0.965,0.86991,0.50143,0.45188,0.90357,0.000141614,0.000141614,0.000141614
93,159.304,0.37402,0.28729,0.84804,0.94269,0.92422,0.96445,0.87092,0.50785,0.44299,0.90704,0.000127467,0.000127467,0.000127467
94,160.962,0.37812,0.26882,0.83854,0.9424,0.93249,0.96408,0.87751,0.50673,0.44492,0.91128,0.00011332,0.00011332,0.00011332
95,162.638,0.36294,0.27042,0.83515,0.93751,0.93759,0.96522,0.87898,0.50509,0.43629,0.91461,9.91726e-05,9.91726e-05,9.91726e-05
96,164.316,0.36497,0.28122,0.81994,0.9253,0.94544,0.963,0.87383,0.50547,0.47256,0.91703,8.50255e-05,8.50255e-05,8.50255e-05
97,165.987,0.37177,0.2774,0.85806,0.92777,0.93016,0.96357,0.87692,0.50788,0.47937,0.91769,7.08784e-05,7.08784e-05,7.08784e-05
98,167.755,0.35455,0.27434,0.82898,0.93635,0.92347,0.96403,0.87816,0.50081,0.46688,0.91232,5.67313e-05,5.67313e-05,5.67313e-05
99,169.414,0.36909,0.27597,0.8475,0.93377,0.93341,0.96572,0.87722,0.49643,0.44106,0.90718,4.25842e-05,4.25842e-05,4.25842e-05
100,171.086,0.36157,0.25922,0.83782,0.93923,0.92572,0.96647,0.87804,0.49249,0.42235,0.90387,2.84371e-05,2.84371e-05,2.84371e-05
